"File Hsitd.xls: Description and location of analyzed samples, Humboldt River watershed and adjacent areas, Nevada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Dist,Deptyp,Samtype,Chem Anlysis,W-pH,W-cond,North  ddeg,West ddeg,Site description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Dist, districts:  AS, Antelope Springs; AU, Austin,  AW, Awakening; BD, Black Diablo; BT, Bottle, BV, Buena Vista; BM, Battle Mountain; BW, Beowawe; CZ, Cortez; ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"EU, Eureka; GB, Gilbert; GC, Gold Circle (Midas); GO, Golconda; GR, Gold Run; HT, Hilltop; IN, Independence; IV, Ivanhoe; LM, Lone Mountain; LW. Lewis;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"MJ, Majuba; MB, Mineral Basin; MC, Mill City; MD, Modarelli; MH, Mt. Hope; NT, National; PO, Pioche; PT, Potosi. RB, Roberts Mountain; RO, Rochester; SF, Safford;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"SM, Swales Mountain; SR, Star; SS, Scraper Springs, ST, Seven Troughs; STm, Standard mine; TN, Tenabo; TO, Tonopah; TU, Tuscarora; TY, Tybo; WP, White Pine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Deptype: AS, Acid sulfate; BA, barite; EV, epithermal vein;  GV, gold vein; Hg, mercury; na, not applicable; PC, porphyry copper; PMV, polymetallic vein; SHG, sediment-hosted gold; SK, skarn; VMS, volcanogenic massive sulfide; VU, vein uranium.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Samtype: AR, altered rock; D, mine waste dump; G, smelter slag; H, drill hole cuttings; SS, stream sediment; T, mill tailings; ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Waters: HLW, heap leach water (inactive); MDW, mine adit or dump drainage; MPND, small pond in trench or pit; PLW, pit lake or small pond; SW, stream; SPW, spring; PUDW, puddle; TPW, tailings pond; TSW, tailings seep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Chem analysis: A, alkalinity;  G, rock analysis; Hg, Hg in water; L, leachate solution; n, none; W, water (ICP-MS, ICP-AES) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH101,BM,na,G,G,na,na,40.5653,117.1294,"Slag, Galena smelter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH102,BM,na,G,G,na,na,40.5675,117.1311,slag Galena smelter #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH103,GR,PMV,T,G,na,na,40.8178,117.5186,Tailing Adelaide mill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH104,GB,na,AR,G,na,na,40.4719,117.6786,Silicified and leached volcanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH105,CZ,PMV,T,G,na,na,40.1414,116.6044,"Old Cortez mill tails, carbonate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH106,BM,na,G,G,na,na,40.5344,115.9836,"SlagBullion smelter,Railroad Dist"
NH107A,RR,na,G,G,na,na,40.5343,115.9835,Bullion smelter slag
NH107B,RR,PMV,T,G,na,na,41.1300,116.0067,"Tails, Rip Van Winkle Zn"
NH108,RR,PMV,T,G,na,na,41.1269,116.0044,Tails no. 2 Rip Van Winkle Zn
NH109,LM,PMV,T,G,na,na,41.8281,115.9483,"Golden Ensign mill tails, tan"
NH111,TU,EV,D,G,na,na,41.3219,116.2303,"Feox-rich dump picks, Tusc."
NH112,TU,EV,D,G,na,na,41.3219,116.2303,"Chlt-carbonate picks, same dump, Tusc"
NH113,TU,EV,D,G,na,na,41.3233,116.2300,"Ocher alt Tv, py-ser alt?"
NH151,BM,na,AR,G,na,na,40.6661,117.0878,"Select sulfide-oxide at contact, grn CuOx"
NH152,BM,na,SS,G,na,na,40.6689,117.0867,Stream sed
NH153,BM,PMV,D,G,na,na,40.6678,117.0800,Select py-gn-sl-rich pile 
NH154,BM,PMV,D,G,na,na,40.6678,117.0803,"Qtz-py veinlets, select waste"
NH155,BM,PMV,D,G,na,na,40.6894,117.0794,Oxide-Feox waste
NH156,BM,PMV,D,G,na,na,40.6728,117.0717,"Morningstar dump, big, clay and FeOx"
NH157,BM,PMV,T,G,na,na,40.6133,117.0694,Buckingham mill tailings
NH158,BM,PMV,T,G,na,na,40.6133,117.0700,Buckingham mill tailings w crust
NH159,BM,PMV,D,G,na,na,40.6128,117.0783,Sulfidic waste
NH160,BM,na,SS,G,na,na,40.6103,117.0800,Stream sed
NH161,BM,na,SS,G,na,na,40.6094,117.0489,Stream sed below mill
NH162,BM,na,SS,G,na,na,40.6128,117.0533,"Stream sed, visible tailings"
NH163,BM,na,SS,G,na,na,40.5489,117.0961,"Stream sed, below placer mines"
NH201,BM,PMV,SW,W,7.2,710,40.6028,117.0428,Long canyon stream
NH202,BM,PMV,T,G,na,na,40.6158,117.0730,Buckingham mill tailings
NH203,BM,PMV,SW,W,8.7,600,40.6144,117.0522,Long Canyon creek
NH204,BM,PMV,D,G,na,na,40.5477,117.1113,Iron Canyon FeOx-rich gossan
NH205,BM,PMV,T,G,na,na,40.5490,117.1072, Iron Canyon rusty mill tailings
NH206,BM,na,SS,G,na,na,40.5503,117.0933,Stream sed below placer and bedrock mines
NH207,BM,PMV,MDW,W,4.0,>2000,40.5556,117.1172,"Butte mine(?) portal, acidic drainage"
NH208,BM,PMV,MDW,W,2.4,>2000,40.5561,117.1150,Drainage after flowing over sulfidic dump 
NH209,BM,na,SS,G,na,na,40.5577,117.1082,"Stream sed, includes FeOx layer from recent ARD"
NH210,BM,PMV,MDW,W,6.9,940,40.5656,117.1033,"Collapsed portal in Galena Canyon, low flow"
NH211,HT,PMV,T,G,na,na,40.4305,116.8268," Philadelphia(?) mill tailings, yellow-ocher"
NH212,HT,PMV,T,G,na,na,40.4303,116.8230," Philadelphia(?) mill tailings, ocher"
NH213,HT,PMV,MDW,W,7.5,980,40.4186,116.8306,"Dean mine, lower portal, 1990's"
NH214,HT,PMV,D,G,na,na,40.4287,116.8403,"Dean mine lower dump, sulfide and carbonate"
NH215,HT,PMV,MDW,W,4.1,>2000,40.4289,116.8481,"Dean mine, 1990's, middle elevation portal in siliceous rocks"
NH216,HT,PMV,D,G,na,na,40.4293,116.8480,"Dean mine, middle, high sulfide dump, no carbonate"
NH217,HT,PMV,MDW,W,2.6,>2000,40.4294,116.8461,"Dean mine, drainage is ruby color in pond"
NH218,HT,PMV,T,G,na,na,40.4280,116.8587,"Marigold mill tails, pale crème"
NH219,HT,PMV,SW,W,6.7,340,40.4283,116.8650,Creek below Marigold tails
NH220,HT,PMV,D,G,na,na,40.4278,116.8468,Select FeOx rich veinlets in Qtzite
NH221,HT,PMV,SW,W,7.2,740,40.4222,116.8467,creek below tails
NH222,HT,na,SS,G,na,na,40.4332,116.8222,Stream sed below Dean Canyon and mill tailings 
NH223,HT,PMV,D,G,na,na,40.4208,116.8355,"Kattinhorn mine, pyrite-silica veins in Qtzite"
NH226,HT,PMV,MDW,W,3.1,"1,540",40.4231,116.8131,"Noname mine adit, low flow"
NH227,HT,PMV,D,G,na,na,40.4232,116.8130,"Hilltop mining area, west adit, pyritic veinlets"
NH228,HT,PMV,T,G,na,na,40.4252,116.8132,"Hilltop area, west mill, crème"
NH229,HT,PMV,T,G,na,na,40.4128,116.8040,"Hilltop area, east mill tails, crème"
NH230,HT,na,SS,G,na,na,40.4290,116.8157,Hilltop; creek west of tailings and dumps
NH231,HT,PMV,D,G,na,na,40.4453,116.7738,"Barite pit, select pieces with FeOx"
NH232,HT,PMV,D,G,na,na,40.4823,116.7557,"Slaven barite mine, crushed rejects"
NH233,HT,BA,PLW,W,9.7,>2000,40.4800,117.7550,"Slaven canyon, barite pit lake "
NH234,HT,PMV,D,G,na,na,40.4180,116.8387,"Blue Dick ore bin, pyrite-silica, stibnite?"
NH235,HT,PMV,D,G,na,na,40.4185,116.8398,Blue Dick mine?. Pyritic BX-stockworks
NH236,HT,PMV,D,G,na,na,40.3820,116.7622,"Gray Eagle mine dump, qtz-pyrite-gn-sl"
NH238,LW,PMV,T,G,na,na,40.4637,116.8988,"B. O'Neal mill tails, med gray"
NH239,LW,PMV,D,G,na,na,40.4615,116.8972,"B O'Neal lower tunnel dump, any sulfide minerals?"
NH240,LW,PMV,D,G,na,na,40.4567,116.8920,"B O'Neal upper level dump, qtz-carbonate-sulfide veinlets"
NH241,BM,PMV,D,G,na,na,40.6430,117.0643,"Snow Gulch prospect, oxid. Pyrite-qtz-gold veins"
NH242,BM,PMV,D,G,na,na,40.6492,117.0620,"Snow Gulch, FeOx-pyrite-qtz-gold dump"
NH243,GR,PMV,D,G,na,na,40.7962,117.5122,"Adelaide district, SW dump, viz galena-pyrite, tetrahedrite?"
NH244,GR,PMV,D,G,na,na,40.7845,117.5230,"Adelaide district, SW, dump with py-qtz veins, low MoOx"
NH246,GR,PMV,PLW,W,8.2,390,40.8181,117.5319,"Adelaide Crown, pit lake "
NH247,GR,PMV,D,G,na,na,40.8178,117.5320,"Adeliade Crown narrow pit, obscure ore minerals, oxide"
NH248,GR,PMV,AR,G,na,na,40.8108,117.5323,"Adeliade Crown second narrow pit, qtz veins, ore minerals?"
NH249,GR,PMV,T,G,na,na,40.0000,0.0000,"Adel. Crown mill tails, lite ocher"
NH250,GR,PMV,D,D,na,na,40.8268,117.5265,"Dump north of Adel. Crown, qtz-py veins, some galna"
NH252,GR,na,SS,G,na,na,40.2082,116.5883,Cortez; stream-sed in Mill Canton below mines
NH253,CZ,PMV,D,G,na,na,40.1690,116.6635,"South Cortez, turquoise mine dump, open cut"
NH254,CZ,PMV,D,G,na,na,40.1782,116.6655,"South Cortez, small mine dump, pyrite-qtz-FeOx"
NH255,CZ,PMV,T,G,na,na,40.1442,116.6083,"Cortez site; old mill tailings look like dunes, soft and pale"
NH256,CZ,PMV,D,G,na,na,40.1515,116.5937,"Cortez silver mine, celluar qtz veins, some dark sulfides"
NH257,CZ,PMV,D,G,na,na,40.1515,116.5937,"Cortez silver mine, select qtz-pyrite-tet?-sphalerite  veins"
NH258,CZ,PMV,D,G,na,na,40.1515,116.5937,"Cortez new adit SW, quartz-sphal veins"
NH260,CZ,PMV,T,G,na,na,40.1435,116.5933,"New Cortez silver mill, concrete, tan fine tailings"
NH261,CZ,PMV,D,G,na,na,40.3317,116.7228,"N Tenabo (Lander?) small mine dump, veins qtz-pyrite-FeOx"
NH262,BV,na,SS,G,na,na,40.5973,117.2613,Alluvium in small draw SW of Buffalo Valley mine
NH263,BV,na,SS,G,na,na,40.6020,117.2612,Alluvium in draw west of Buffalo Valley mine
NH264,BV,na,SS,G,na,na,40.6102,117.2588,"Alluvium in larger draw, NW of Buffalo Vllley mine"
NH268R,BM,PMV,SW,W,7.2,710,40.6028,117.0428,"Creek, split of W201"
NH269R,BM,PMV,MDW,W,4.0,>2000,40.5556,117.1172,"Mine drainage, split of W207"
NH270R,HT,PMV,SW,W,6.7,340,40.4283,117.8650,"Creek, split of W219"
NH300,LM,PMV,D,G,na,na,41.1522,115.9794,"Prospect dump, selected FeOx-ricg pieces; Sedex?"
NH301,LM,PMV,T,G,na,na,41.1303,116.0064,"Rip Van Winkle, Gray mill tailings"
NH302,LM,PMV,T,G,na,na,41.1272,116.0050,RVW waste at mill
NH304,LM,SX,D,G,na,na,41.1206,116.0006,RVW waste at mill
NH305,LM,na,SS,G,na,na,41.1322,116.0128,Coon Crk alluvium w of RVW
NH306,LM,SKN,D,G,na,na,41.1100,115.9808,"Cu-Fe-Ox dump, skarn prospect"
NH308,LM,SKN,D,G,na,na,41.1136,115.9753,"Selected magnetite + CuOx chunks, skarn"
NH309,RR,PMV,D,G,na,na,41.1367,115.9633,"Selected  picks, CuOx + galena?"
NH310,RR,na,AR,G,na,na,40.5272,116.0172,Silicified porphyry
NH312,RR,na,H,G,na,na,40.5353,116.0075,Cuttings dark cal-shale
NH313,RR,na,H,G,na,na,40.5344,116.0061,Cuttings lite ?silt?
NH314,RR,na,H,G,na,na,40.4617,115.9983,Cuttings reddish jasperoid
NH315,RR,na,H,G,na,na,40.4625,115.9989,Cuttings jasperoid and siltite
NH316,RR,na,H,G,na,na,40.4642,116.0031,Cuttings red jasperoid
NH318,BV,na,AR,G,na,na,40.6000,117.2467,Silicified leuco-porphyry
NH319,BV,SKN,AR,G,na,na,40.5994,117.2464,"Skarn contact, greenish"
NH322,BV,na,H,G,na,na,40.6000,117.2469,Cuttings dark hornfels
NH324,BV,SKN,AR,G,na,na,40.5994,117.2472,Oxidized calc-silicate
NH325,BV,SKN,AR,G,na,na,40.5992,117.2475,Select FeOx-rich stockworks
NH326,BV,SKN,AR,G,na,na,40.6006,117.2472,Veinlets calcite in hornfels
NH327,BV,na,AR,G,na,na,40.6014,117.2478,Qtz-Py residual veinlets
NH328,BV,PMV,AR,G,na,na,40.6011,117.2478,Feox fault gauge
NH329,BV,na,AR,G,na,na,40.4344,117.2472,Pyritic metabasalt(?)
NH330,BV,SKN,AR,G,na,na,40.4342,117.2475,Pyritic calcsilicate 
NH332,BV,SKN,AR,G,na,na,40.4344,117.2472,"Marble or calc-silicate, white"
NH333,BV,na,AR,G,na,na,40.4183,117.2478,FeOx in gauge
NH334,HT,PMV,T,G,na,na,40.4164,116.8272,"Tan mill tails, small"
NH339,HT,PMV,D,G,na,na,40.4269,116.8439,"Py-ser alt Tg, gn-sl"
NH340,HT,PMV,D,G,na,na,40.4281,116.8472,Pyritic qtz veins in Qtzite and sill
