.9"
"S0201","217","6,856","+/-197","7,137","+/-2,626"
"S0201","218","2.1","+/-0.2","2.5","+/-1.4"
"S0201","219","2,287","+/-188","1,267","+/-618"
"S0201","220","18.4","+/-0.3","8.3","+/-1.8"
"S0201","221","16,676","+/-425","12,137","+/-2,164"
"S0201","222","10.4","+/-0.3","13.4","+/-2.5"
,"222",,,,
"S0201","223","1,518,860","+/-13,297","33,800","+/-2,372"
"S0201","224","53,026","+/-561","41,575","+/-2,988"
"S0201","225","76.0","+/-0.5","71.0","+/-3.7"
"S0201","226","62,009","+/-525","48,673","+/-4,021"
"S02
