peptidase, U32 family
SMT0737,NULL,692517,689599,Gram positive anchor domain protein
SMT0738,NULL,694609,693047,GMP synthase
SMT0739,NULL,694751,695449,transcription regulator, GntR family
SMT0740,NULL,696388,695492,membrane protein
SMT0741,NULL,697332,696397,beta-lactamase
SMT0742,NULL,698054,697329,cppA protein
SMT0743,NULL,699083,698178,glycerol uptake facilitator protein
SMT0744,NULL,700409,699243,conserved hypothetical protein
SMT0745,NULL,701162,700422,Putative esterase superfamily
SMT0746,NULL,702031
