","+/-0.2","1.9","+/-0.6"
,"52",,,,
"S0201","53","2.50","+/-0.02","2.74","+/-0.08"
"S0201","54","3.07","+/-0.03","3.21","+/-0.11"
,"54",,,,
,"55",,,,
"S0201","55","2,839,257","+/-2,423","178,493","+/-5,236"
"S0201","56","52.5","+/-0.6","45.3","+/-1.7"
"S0201","57","7.1","+/-0.2","5.7","+/-0.7"
"S0201","58","12.8","+/-0.3","13.9","+/-1.2"
"S0201","59","2.2","+/-0.1","2.7","+/-0.6"
"S0201","60","25.4","+/-0.4","32.4","+/-1.7"
,"60",,,,
"S0201","61","1,382,665","+/-2,752","85,912","+/-3,285"
"S0201","62","54.4
