19037C",24.000,"Householder 45 to 64 years:","N","N","N","N"
"C19037C",25.000,"Less than $10,000","N","N","N","N"
"C19037C",26.000,"$10,000 to $14,999","N","N","N","N"
"C19037C",27.000,"$15,000 to $24,999","N","N","N","N"
"C19037C",28.000,"$25,000 to $34,999","N","N","N","N"
"C19037C",29.000,"$35,000 to $49,999","N","N","N","N"
"C19037C",30.000,"$50,000 to $74,999","N","N","N","N"
"C19037C",31.000,"$75,000 to $99,999","N","N","N","N"
"C19037C",32.000,"$100,000 to $149,999","N","N","N","N"
"C19037C",33.000,"
