+/-0.1",,,,,,,,,,
"S2507",51.0,"30 percent or more","0.0","+/-0.1",,,,,,,,,,
"S2507",52.0,"$75,000 or more","16.2","+/-1.5",,,,,,,,,,
"S2507",53.0,"Less than 20 percent","16.2","+/-1.5",,,,,,,,,,
"S2507",54.0,"20 to 29 percent","0.0","+/-0.1",,,,,,,,,,
"S2507",55.0,"30 percent or more","0.0","+/-0.1",,,,,,,,,,
"S2507",56.0,"Zero or negative income","1.2","+/-0.4",,,,,,,,,,
"S2507",56.3,,,,,,,,,,,,,
"S2507",56.5,"REAL ESTATE TAXES",,,,,,,,,,,,
"S2507",57.0,"Less than $800","54.7","+/-1.9",,,,,,,,,,
"S2507",5
