"
"S0201","94","26.6","+/-0.3","5.5","+/-1.1"
"S0201","95","27.0","+/-0.4","4.7","+/-1.1"
"S0201","96","26.2","+/-0.4","6.8","+/-2.0"
,"96",,,,
,"97",,,,
"S0201","97","2,485,441","+/-6,518","100,332","+/-4,567"
"S0201","98","134,675","+/-5,898","12,238","+/-1,920"
"S0201","99","49,656","+/-4,374","3,330","+/-1,004"
"S0201","100","36.9","+/-2.5","27.2","+/-7.9"
,"100",,,,
,"101",,,,
"S0201","101","5,302,682","+/-5,351","166,014","+/-7,388"
"S0201","102","3.9","+/-0.2","3.9","+/-1.4"
"S0201","103","46.6","+/-
