997","+/-1,164"
"S0201","31","40.8","+/-0.2","48.7","+/-14.8"
"S0201","32","59.2","+/-0.2","51.3","+/-14.8"
,"32",,,,
,"33",,,,
"S0201","33","9,091,010","*****","447,934","+/-12,902"
"S0201","34","55.2","+/-0.3","34.4","+/-1.2"
"S0201","35","31.3","+/-0.2","37.0","+/-1.2"
"S0201","36","8.0","+/-0.2","15.8","+/-1.5"
"S0201","37","5.5","+/-0.2","12.8","+/-1.1"
"S0201","38","1.8","+/-0.1","1.7","+/-0.4"
,"38",,,,
,"39",,,,
"S0201","39","3,376,763","+/-13,781","99,141","+/-3,994"
"S0201","40","68.0","+/-0.4","7
