+/-0.3","11.1","+/-1.6"
"S0201","280","2.4","+/-0.2","3.6","+/-1.1"
,"280",,,,
"S0201","281","950,407","+/-8,873","50,898","+/-2,397"
,"282",,,,
"S0201","282","78.9","+/-0.6","78.2","+/-2.2"
"S0201","283","21.1","+/-0.6","21.8","+/-2.2"
,"283",,,,
,"284",,,,
"S0201","284","94,500","+/-1,006","77,700","+/-3,161"
"S0201","285","971","+/-10","823","+/-31"
"S0201","286","318","+/-4","278","+/-10"
,"286",,,,
"S0201","287","434,893","+/-9,173","30,018","+/-2,379"
,"288",,,,
"S0201","288","58.6","+/-1.4","62.3","+
