,
"S0201","21","4,420,284","+/-2,533","102,934","+/-1,951"
"S0201","22","48.1","+/-0.1","53.6","+/-1.0"
"S0201","23","51.9","+/-0.1","46.4","+/-1.0"
,"23",,,,
"S0201","24","1,328,940","+/-3,837","50,843","+/-2,288"
"S0201","25","50.4","+/-0.2","55.6","+/-1.9"
"S0201","26","49.6","+/-0.2","44.4","+/-1.9"
,"26",,,,
"S0201","27","2,311,739","+/-4,509","44,449","+/-2,100"
"S0201","28","48.9","+/-0.1","53.0","+/-2.3"
"S0201","29","51.1","+/-0.1","47.0","+/-2.3"
,"29",,,,
"S0201","30","779,605","+/-1,734","7,642"
