11",75.000,"Did not work in the past 12 months","N","N","N","N"
"B23011",76.000,"No disability:","N","N","N","N"
"B23011",77.000,"Worked in the past 12 months:","N","N","N","N"
"B23011",78.000,"Usually worked 35 or more hours per week:","N","N","N","N"
"B23011",79.000,"50 to 52 weeks","N","N","N","N"
"B23011",80.000,"48 and 49 weeks","N","N","N","N"
"B23011",81.000,"40 to 47 weeks","N","N","N","N"
"B23011",82.000,"27 to 39 weeks","N","N","N","N"
"B23011",83.000,"14 to 26 weeks","N","N","N","N"
"B23011",84.0
