,,
"DP02",71.0,"Population 5 to 15 years","90,006","+/-2,057","100","(X)"
"DP02",72.0,"With a disability","8,182","+/-1,574","9.1","+/-1.8"
"DP02",72.3,,,,,
"DP02",73.0,"Population 16 to 64 years","475,238","+/-3,596","100","(X)"
"DP02",74.0,"With a disability","78,877","+/-4,599","16.6","+/-1.0"
"DP02",74.3,,,,,
"DP02",75.0,"Population 65 years and over","113,061","+/-1,842","100","(X)"
"DP02",76.0,"With a disability","50,025","+/-2,603","44.2","+/-2.2"
"DP02",76.3,,,,,
"DP02",76.5,"RESIDENCE 1 YEAR AGO",,
