","0.0","+/-2.1"
"S0201","144","37.8","+/-1.3","8.5","+/-5.2"
"S0201","145","4.3","+/-0.5","5.1","+/-2.7"
,"145",,,,
,"146",,,,
"S0201","146","3,302,738","+/-762","343,794","+/-10,094"
"S0201","147","79.9","+/-0.4","95.6","+/-0.7"
"S0201","148","20.1","+/-0.4","4.4","+/-0.7"
"S0201","149","7.9","+/-0.3","0.6","+/-0.2"
,"149",,,,
,"150",,,,
"S0201","150","2,786,887","+/-3,320","288,568","+/-8,304"
"S0201","151","67.7","+/-0.4","70.5","+/-1.2"
"S0201","152","67.5","+/-0.4","70.0","+/-1.2"
"S0201","153","63.3"
