,407","+/-6,722"
"S0201","147","91.7","+/-0.2","91.7","+/-1.1"
"S0201","148","8.3","+/-0.2","8.3","+/-1.1"
"S0201","149","3.6","+/-0.1","1.8","+/-0.4"
,"149",,,,
,"150",,,,
"S0201","150","2,786,695","+/-3,780","173,851","+/-4,954"
"S0201","151","62.8","+/-0.4","60.7","+/-1.7"
"S0201","152","62.3","+/-0.4","60.3","+/-1.7"
"S0201","153","58.5","+/-0.4","54.4","+/-1.7"
"S0201","154","3.7","+/-0.2","5.9","+/-0.9"
"S0201","155","6.0","+/-0.3","9.8","+/-1.4"
"S0201","156","0.6","+/-0.1","0.3","+/-0.2"
"S0201","15
