 percent or more","14.0%","13.9%",
"DP04",113.0,"Not computed","653","1,070",
"DP04",114.0,"Housing unit without a mortgage","197,493","192,908",
"DP04",115.0,"Less than 10.0 percent","21.4%","22.5%",
"DP04",116.0,"10.0 to 14.9 percent","8.1%","8.1%",
"DP04",117.0,"15.0 to 19.9 percent","5.5%","4.7%","*"
"DP04",118.0,"20.0 to 24.9 percent","3.0%","2.9%",
"DP04",119.0,"25.0 to 29.9 percent","2.4%","2.0%",
"DP04",120.0,"30.0 to 34.9 percent","1.3%","1.2%",
"DP04",121.0,"35.0 percent or more","4.2%","4.0%",
"D
