rmed Forces","N","N","N","N"
"B23002G",59.000,"Civilian:","N","N","N","N"
"B23002G",60.000,"Employed","N","N","N","N"
"B23002G",61.000,"Unemployed","N","N","N","N"
"B23002G",62.000,"Not in labor force","N","N","N","N"
"B23002G",63.000,"55 to 64 years:","N","N","N","N"
"B23002G",64.000,"In labor force:","N","N","N","N"
"B23002G",65.000,"In Armed Forces","N","N","N","N"
"B23002G",66.000,"Civilian:","N","N","N","N"
"B23002G",67.000,"Employed","N","N","N","N"
"B23002G",68.000,"Unemployed","N","N","N","N"
"B2300
