.6",,,,,,,,,,
"S2506",58.0,"30 percent or more","18.9","+/-3.3",,,,,,,,,,
"S2506",59.0,"$75,000 or more","61.5","+/-4.4",,,,,,,,,,
"S2506",60.0,"Less than 20 percent","22.2","+/-3.4",,,,,,,,,,
"S2506",61.0,"20 to 29 percent","16.0","+/-2.6",,,,,,,,,,
"S2506",62.0,"30 percent or more","23.4","+/-3.3",,,,,,,,,,
"S2506",63.0,"Zero or negative income","0.0","+/-0.5",,,,,,,,,,
"S2506",63.3,,,,,,,,,,,,,
"S2506",63.5,"REAL ESTATE TAXES",,,,,,,,,,,,
"S2506",64.0,"Less than $800","1.4","+/-0.8",,,,,,,,,,
"S2506",65.
