0","(X)"
"DP02",70.0,"With a disability","693,542","+/-12,645","13.9","+/-0.3"
"DP02",70.3,,,,,
"DP02",71.0,"Population 5 to 15 years","729,515","+/-3,665","100","(X)"
"DP02",72.0,"With a disability","29,211","+/-2,880","4.0","+/-0.4"
"DP02",72.3,,,,,
"DP02",73.0,"Population 16 to 64 years","3,408,616","+/-3,748","100","(X)"
"DP02",74.0,"With a disability","328,409","+/-9,906","9.6","+/-0.3"
"DP02",74.3,,,,,
"DP02",75.0,"Population 65 years and over","851,857","+/-1,456","100","(X)"
"DP02",76.0,"With a disa
