7","0.5","+/-0.1","0.4","+/-0.4"
"S0201","168","2.1","+/-0.2","1.9","+/-0.7"
"S0201","169","1.7","+/-0.2","2.2","+/-0.7"
"S0201","170","3.7","+/-0.2","2.7","+/-0.7"
"S0201","171","20.0","+/-0.2","21.3","+/-0.8"
,"171",,,,
"S0201","172","1,631,472","+/-9,986","94,568","+/-4,307"
,"173",,,,
"S0201","173","30.7","+/-0.5","23.6","+/-2.0"
"S0201","174","16.6","+/-0.5","20.3","+/-2.4"
"S0201","175","26.2","+/-0.5","25.1","+/-1.9"
"S0201","176","0.8","+/-0.1","0.6","+/-0.3"
"S0201","177","11.6","+/-0.4","12.0","+/
