.8","+/-1.4"
"S0201","41","32.1","+/-0.5","24.6","+/-1.2"
"S0201","42","48.7","+/-0.5","54.7","+/-1.6"
"S0201","43","21.8","+/-0.4","19.5","+/-1.1"
"S0201","44","13.9","+/-0.3","7.8","+/-0.7"
"S0201","45","8.0","+/-0.3","3.4","+/-0.5"
"S0201","46","32.7","+/-0.6","34.2","+/-1.4"
"S0201","47","14.4","+/-0.4","14.0","+/-1.0"
"S0201","48","11.1","+/-0.4","11.0","+/-1.0"
"S0201","49","3.3","+/-0.2","3.1","+/-0.5"
"S0201","50","18.3","+/-0.4","20.1","+/-1.3"
"S0201","51","15.6","+/-0.4","17.1","+/-1.1"
"S0201","
