3","6.1","+/-1.8"
,"266",,,,
,"267",,,,
"S0201","267","10.2","+/-0.3","11.5","+/-2.5"
"S0201","268","15.4","+/-0.3","13.5","+/-2.7"
"S0201","269","13.3","+/-0.3","10.8","+/-2.3"
"S0201","270","29.0","+/-0.4","25.5","+/-3.5"
"S0201","271","17.1","+/-0.3","17.7","+/-3.0"
"S0201","272","15.0","+/-0.3","21.1","+/-2.9"
,"272",,,,
,"273",,,,
"S0201","273","7.0","+/-0.3","8.6","+/-2.0"
"S0201","274","93.0","+/-0.3","91.4","+/-2.0"
,"274",,,,
,"275",,,,
"S0201","275","67.3","+/-0.4","72.0","+/-3.8"
"S0201","276","2
