,"+/-0.1","2.6","+/-1.2"
,"52",,,,
"S0201","53","2.46","+/-0.01","2.91","+/-0.13"
"S0201","54","3.04","+/-0.02","3.36","+/-0.16"
,"54",,,,
,"55",,,,
"S0201","55","4,674,246","+/-2,904","110,261","+/-2,145"
"S0201","56","51.8","+/-0.5","49.7","+/-2.8"
"S0201","57","6.8","+/-0.1","3.5","+/-0.8"
"S0201","58","11.7","+/-0.3","6.7","+/-1.4"
"S0201","59","2.0","+/-0.1","2.8","+/-1.0"
"S0201","60","27.8","+/-0.3","37.3","+/-2.6"
,"60",,,,
"S0201","61","2,256,115","+/-3,209","59,088","+/-1,612"
"S0201","62","53.9",
