,"13.2","+/-1.2"
"S0201","266","1.5","+/-0.1","1.6","+/-0.3"
,"266",,,,
,"267",,,,
"S0201","267","8.9","+/-0.2","8.2","+/-0.8"
"S0201","268","15.4","+/-0.4","15.3","+/-1.0"
"S0201","269","16.4","+/-0.4","17.5","+/-1.0"
"S0201","270","29.0","+/-0.5","27.2","+/-1.2"
"S0201","271","19.5","+/-0.4","18.4","+/-1.1"
"S0201","272","10.8","+/-0.3","13.5","+/-1.0"
,"272",,,,
,"273",,,,
"S0201","273","9.4","+/-0.3","4.6","+/-0.7"
"S0201","274","90.6","+/-0.3","95.4","+/-0.7"
,"274",,,,
,"275",,,,
"S0201","275","48.6",
