70.3","+/-3.0"
"S0201","84","27.4","+/-0.8","23.8","+/-2.6"
,"84",,,,
,"85",,,,
"S0201","85","2,312,121","+/-4,576","134,043","+/-4,132"
"S0201","86","15.7","+/-0.3","18.9","+/-1.5"
"S0201","87","33.9","+/-0.5","40.7","+/-2.1"
"S0201","88","28.2","+/-0.5","27.3","+/-1.7"
"S0201","89","14.9","+/-0.3","9.3","+/-1.0"
"S0201","90","7.2","+/-0.2","3.8","+/-0.7"
,"90",,,,
"S0201","91","84.3","+/-0.3","81.1","+/-1.5"
"S0201","92","83.9","+/-0.4","78.9","+/-2.4"
"S0201","93","84.6","+/-0.4","83.1","+/-1.8"
"S0201",
