8.3","+/-0.4","26.4","+/-3.9"
"S0201","277","4.2","+/-0.2","1.1","+/-0.6"
"S0201","278","0.2","+/-0.1","0.6","+/-0.6"
,"278",,,,
,"279",,,,
"S0201","279","6.4","+/-0.3","10.1","+/-2.3"
"S0201","280","1.6","+/-0.1","8.5","+/-2.3"
,"280",,,,
"S0201","281","1,628,838","+/-12,691","24,848","+/-2,208"
,"282",,,,
"S0201","282","76.9","+/-0.5","68.8","+/-4.8"
"S0201","283","23.1","+/-0.5","31.2","+/-4.8"
,"283",,,,
,"284",,,,
"S0201","284","131,900","+/-879","121,600","+/-9,927"
"S0201","285","1,097","+/-7","1,096
