"(X)"
"DP02",93.0,"Naturalized U.S. citizen","16,157","+/-2,906","50.4","+/-7.7"
"DP02",94.0,"Not a U.S. citizen","15,872","+/-3,591","49.6","+/-7.7"
"DP02",94.3,,,,,
"DP02",94.5,"YEAR OF ENTRY",,,,
"DP02",95.0,"Population born outside the United States","36,362","+/-4,556","100","(X)"
"DP02",95.3,,,,,
"DP02",96.0,"Native","4,333","+/-1,507","100","(X)"
"DP02",97.0,"Entered 2000 or later","1,713","+/-1,171","39.5","+/-17.8"
"DP02",98.0,"Entered before 2000","2,620","+/-860","60.5","+/-17.8"
"DP02",98.3,,,,,
