,"N","N"
"B20005G",25.000,"$100,000 or more","N","N","N","N"
"B20005G",26.000,"Other:","N","N","N","N"
"B20005G",27.000,"No earnings","N","N","N","N"
"B20005G",28.000,"With earnings:","N","N","N","N"
"B20005G",29.000,"$1 to $2,499 or loss","N","N","N","N"
"B20005G",30.000,"$2,500 to $4,999","N","N","N","N"
"B20005G",31.000,"$5,000 to $7,499","N","N","N","N"
"B20005G",32.000,"$7,500 to $9,999","N","N","N","N"
"B20005G",33.000,"$10,000 to $12,499","N","N","N","N"
"B20005G",34.000,"$12,500 to $14,999","N","N",
