01","236","36,205","+/-538","32,188","+/-2,266"
,"237",,,,
"S0201","237","40,443","+/-268","27,505","+/-2,156"
"S0201","238","30,127","+/-301","27,050","+/-3,399"
,"238",,,,
,"239",,,,
"S0201","239","10.0","+/-0.4","23.5","+/-3.8"
"S0201","240","15.6","+/-0.8","32.0","+/-4.9"
"S0201","241","17.9","+/-1.7","36.3","+/-12.0"
"S0201","242","4.6","+/-0.3","16.1","+/-3.7"
"S0201","243","6.4","+/-0.6","22.3","+/-5.2"
"S0201","244","6.1","+/-1.1","29.0","+/-14.9"
"S0201","245","30.7","+/-1.5","48.6","+/-10.0"
"S020
