7.9"
"S0201","133","378,092","+/-13,083","5,143","+/-1,826"
"S0201","134","51.5","+/-0.9","48.0","+/-10.9"
"S0201","135","48.5","+/-0.9","52.0","+/-10.9"
,"136",,,,
"S0201","136","31.9","+/-1.4","19.9","+/-13.5"
"S0201","137","29.4","+/-1.1","20.3","+/-6.5"
"S0201","138","38.6","+/-1.3","59.7","+/-12.3"
,"138",,,,
,"139",,,,
"S0201","139","683,157","+/-14,510","10,097","+/-2,067"
"S0201","140","12.8","+/-0.8","63.5","+/-9.7"
"S0201","141","33.7","+/-0.8","5.3","+/-3.8"
"S0201","142","16.1","+/-1.2","3.1","+
