+/-0.2","2.3","+/-0.6"
,"52",,,,
"S0201","53","2.56","+/-0.01","2.53","+/-0.06"
"S0201","54","3.13","+/-0.02","3.07","+/-0.05"
,"54",,,,
,"55",,,,
"S0201","55","2,839,111","+/-909","294,696","+/-8,667"
"S0201","56","51.4","+/-0.5","55.8","+/-1.5"
"S0201","57","6.4","+/-0.2","5.1","+/-0.6"
"S0201","58","9.6","+/-0.3","9.6","+/-0.9"
"S0201","59","1.6","+/-0.1","1.0","+/-0.3"
"S0201","60","31.0","+/-0.4","28.4","+/-1.3"
,"60",,,,
"S0201","61","1,365,379","+/-1,595","142,588","+/-5,621"
"S0201","62","53.6","+/-
