","+/-0.6","44.4","+/-2.3"
"S0201","63","2.8","+/-0.2","2.5","+/-0.6"
"S0201","64","11.6","+/-0.4","13.4","+/-1.6"
"S0201","65","2.0","+/-0.2","1.9","+/-0.6"
"S0201","66","29.2","+/-0.5","37.8","+/-2.3"
,"66",,,,
"S0201","67","1,456,592","+/-3,288","92,581","+/-3,227"
"S0201","68","50.6","+/-0.7","46.1","+/-2.3"
"S0201","69","11.1","+/-0.2","8.8","+/-1.1"
"S0201","70","14.0","+/-0.4","14.3","+/-1.7"
"S0201","71","2.4","+/-0.2","3.4","+/-0.8"
"S0201","72","21.9","+/-0.5","27.4","+/-2.2"
,"72",,,,
,"73",,,,
"
