4","17.1","+/-2.0"
"S0201","270","35.5","+/-0.6","35.8","+/-2.1"
"S0201","271","17.9","+/-0.5","15.5","+/-1.7"
"S0201","272","8.8","+/-0.3","9.5","+/-1.4"
,"272",,,,
,"273",,,,
"S0201","273","6.0","+/-0.3","9.0","+/-1.4"
"S0201","274","94.0","+/-0.3","91.0","+/-1.4"
,"274",,,,
,"275",,,,
"S0201","275","67.3","+/-0.5","62.8","+/-2.4"
"S0201","276","29.7","+/-0.5","30.3","+/-2.3"
"S0201","277","2.9","+/-0.2","6.4","+/-1.0"
"S0201","278","0.1","+/-0.1","0.5","+/-0.3"
,"278",,,,
,"279",,,,
"S0201","279","7.1","
