"
"S0201","41","32.4","+/-0.6","32.1","+/-1.8"
"S0201","42","51.4","+/-0.6","57.2","+/-2.1"
"S0201","43","23.4","+/-0.5","26.1","+/-1.8"
"S0201","44","12.1","+/-0.4","9.4","+/-1.1"
"S0201","45","7.2","+/-0.3","5.0","+/-0.7"
"S0201","46","32.5","+/-0.6","31.0","+/-1.9"
"S0201","47","14.4","+/-0.4","13.3","+/-1.2"
"S0201","48","11.4","+/-0.3","10.5","+/-1.2"
"S0201","49","3.0","+/-0.2","2.8","+/-0.5"
"S0201","50","18.1","+/-0.5","17.7","+/-1.5"
"S0201","51","15.7","+/-0.5","15.5","+/-1.4"
"S0201","52","2.4","
