113","737,779","+/-1,805","7,529","+/-849"
"S0201","114","43.3","+/-0.8","40.5","+/-7.1"
,"114",,,,
,"115",,,,
"S0201","115","5,767,935","+/-3,949","156,525","+/-1,916"
"S0201","116","82.2","+/-0.4","72.6","+/-2.8"
"S0201","117","17.5","+/-0.4","25.4","+/-2.6"
"S0201","118","10.0","+/-0.3","13.6","+/-2.2"
"S0201","119","7.5","+/-0.3","11.8","+/-1.6"
"S0201","120","4.7","+/-0.2","3.7","+/-1.0"
"S0201","121","2.8","+/-0.2","8.1","+/-1.4"
"S0201","122","0.3","+/-0.1","2.0","+/-0.8"
,"122",,,,
,"123",,,,
"S0201
