4,NULL,116320,116616,ribosomal protein L23
SMT0105,NULL,116634,117467,ribosomal protein L2
SMT0106,NULL,117571,117852,ribosomal protein S19
SMT0107,NULL,117864,118208,ribosomal protein L22
SMT0108,NULL,118248,118874,ribosomal protein S3
SMT0109,NULL,118878,119291,ribosomal protein L16
SMT0110,NULL,119301,119507,ribosomal protein L29
SMT0111,NULL,119532,119792,ribosomal protein S17
SMT0112,NULL,119818,120186,ribosomal protein L14
SMT0113,NULL,120265,120570,ribosomal protein L24
SMT0114,NULL,120594,121136,50S
