.3"
"S0201","185","19.6","+/-0.6","21.9","+/-2.6"
,"185",,,,
"S0201","186","2,023,298","+/-14,611","46,748","+/-3,832"
"S0201","187","37.2","+/-0.6","8.4","+/-2.4"
"S0201","188","18.7","+/-0.6","35.3","+/-4.4"
"S0201","189","35.5","+/-0.6","20.7","+/-3.1"
"S0201","190","0.3","+/-0.1","1.3","+/-0.7"
"S0201","191","0.9","+/-0.1","2.4","+/-1.6"
"S0201","192","7.5","+/-0.3","32.0","+/-3.9"
,"192",,,,
,"193",,,,
"S0201","193","1.3","+/-0.1","4.7","+/-1.0"
"S0201","194","9.0","+/-0.3","36.8","+/-2.7"
"S0201","195
