75.4%","0.3",
"DP05",20.0,"62 years and over","25.6%","0.4","25.1%","0.4",
"DP05",21.0,"65 years and over","20.9%","0.1","20.9%","0.2",
"DP05",21.3,,,,,,
"DP05",22.0,"18 years and over","151,095","377","150,074","339","*"
"DP05",23.0,"Male","38.0%","0.2","38.0%","0.2",
"DP05",24.0,"Female","39.5%","0.2","39.7%","0.1",
"DP05",24.3,,,,,,
"DP05",25.0,"65 years and over","40,667","206","40,317","325",
"DP05",26.0,"Male","10.1%","0.1","9.9%","0.1",
"DP05",27.0,"Female","10.8%","0.1","10.9%","0.1",
"DP05",27.3,,,
