me (dollars)","39,901","41,578","*"
"DP03",64.0,"Mean household income (dollars)","51,572","54,310","*"
"DP03",64.3,,,,
"DP03",65.0,"With earnings","76.3%","77.6%","*"
"DP03",66.0,"Mean earnings (dollars)","51,274","52,800",
"DP03",67.0,"With Social Security","31.3%","31.4%",
"DP03",68.0,"Mean Social Security income (dollars)","13,753","13,701",
"DP03",69.0,"With retirement income","18.5%","18.0%",
"DP03",70.0,"Mean retirement income (dollars)","17,880","18,012",
"DP03",70.3,,,,
"DP03",71.0,"With Supplement
