+/-3.5"
"S0201","84","29.8","+/-0.7","28.3","+/-3.4"
,"84",,,,
,"85",,,,
"S0201","85","2,367,511","+/-2,027","244,616","+/-6,620"
"S0201","86","12.0","+/-0.3","5.0","+/-0.7"
"S0201","87","29.8","+/-0.5","24.4","+/-1.4"
"S0201","88","24.6","+/-0.4","27.1","+/-1.3"
"S0201","89","19.3","+/-0.5","25.2","+/-1.4"
"S0201","90","14.4","+/-0.4","18.3","+/-1.2"
,"90",,,,
"S0201","91","88.0","+/-0.3","95.0","+/-0.7"
"S0201","92","88.0","+/-0.4","94.8","+/-0.9"
"S0201","93","88.1","+/-0.5","95.3","+/-0.9"
"S0201","94",
