-8.0"
,"103",,,,
,"104",,,,
"S0201","104","2,668,872","+/-2,539","163,698","+/-4,627"
"S0201","105","12.5","+/-0.2","9.2","+/-0.9"
,"105",,,,
,"106",,,,
"S0201","106","3,242,608","+/-2,577","215,502","+/-6,582"
"S0201","107","19.6","+/-0.3","20.1","+/-1.1"
"S0201","108","538,997","+/-3,639","46,395","+/-2,781"
"S0201","109","7.5","+/-0.5","7.1","+/-1.5"
"S0201","110","2,252,472","+/-4,205","149,581","+/-4,807"
"S0201","111","17.0","+/-0.3","19.9","+/-1.4"
"S0201","112","83.0","+/-0.3","80.1","+/-1.4"
"S0201
