"S0201","196","3.5","+/-0.2","3.9","+/-1.3"
"S0201","197","12.2","+/-0.4","9.1","+/-2.0"
"S0201","198","5.4","+/-0.2","1.5","+/-0.8"
"S0201","199","2.5","+/-0.2","3.6","+/-1.5"
"S0201","200","6.8","+/-0.3","6.1","+/-1.7"
"S0201","201","8.3","+/-0.3","8.8","+/-1.9"
"S0201","202","21.6","+/-0.4","12.9","+/-2.0"
"S0201","203","8.5","+/-0.3","19.5","+/-3.4"
"S0201","204","4.8","+/-0.2","5.1","+/-1.5"
"S0201","205","4.4","+/-0.2","2.8","+/-1.0"
,"205",,,,
,"206",,,,
"S0201","206","80.0","+/-0.4","87.3","+/-2.4"
