-0.1","2.0","+/-0.4"
"S0201","11","5.4","+/-0.1","0.7","+/-0.2"
"S0201","12","4.3","+/-0.1","0.2","+/-0.1"
,"12",,,,
"S0201","13","34.6","+/-0.1","24.8","+/-0.5"
,"13",,,,
"S0201","14","73.8","+/-0.1","62.4","+/-0.8"
"S0201","15","69.1","+/-0.1","57.2","+/-0.9"
"S0201","16","12.2","+/-0.1","1.3","+/-0.3"
"S0201","17","9.7","+/-0.1","0.9","+/-0.3"
,"17",,,,
"S0201","18","2,452,225","+/-2,678","170,963","+/-5,922"
"S0201","19","51.2","+/-0.2","53.3","+/-1.6"
"S0201","20","48.8","+/-0.2","46.7","+/-1.6"
,"20",
