+/-1,100","102,145","+/-3,118"
"S0201","227","5.9","+/-0.4","3.5","+/-0.9"
"S0201","228","52,092","+/-1,703","58,107","+/-14,446"
"S0201","229","17.9","+/-0.5","13.6","+/-1.7"
"S0201","230","36,849","+/-1,354","55,468","+/-5,299"
,"230",,,,
"S0201","231","3,504,809","*****","362,511","+/-10,864"
"S0201","232","34,048","+/-452","42,145","+/-1,976"
,"232",,,,
,"233",,,,
"S0201","233","682,659","+/-8,240","73,719","+/-3,236"
"S0201","234","462,362","+/-7,338","49,190","+/-3,113"
,"235",,,,
"S0201","235","78,39
