 64 years","N","N","N","N"
"C17001I",10.000,"65 years and over","N","N","N","N"
"C17001I",11.000,"Income in the past 12 months at or above poverty level:","N","N","N","N"
"C17001I",12.000,"Male:","N","N","N","N"
"C17001I",13.000,"Under 18 years","N","N","N","N"
"C17001I",14.000,"18 to 64 years","N","N","N","N"
"C17001I",15.000,"65 years and over","N","N","N","N"
"C17001I",16.000,"Female:","N","N","N","N"
"C17001I",17.000,"Under 18 years","N","N","N","N"
"C17001I",18.000,"18 to 64 years","N","N","N","N"
"C17
