10,000","N","N","N","N"
"B19101E",3.000,"$10,000 to $14,999","N","N","N","N"
"B19101E",4.000,"$15,000 to $19,999","N","N","N","N"
"B19101E",5.000,"$20,000 to $24,999","N","N","N","N"
"B19101E",6.000,"$25,000 to $29,999","N","N","N","N"
"B19101E",7.000,"$30,000 to $34,999","N","N","N","N"
"B19101E",8.000,"$35,000 to $39,999","N","N","N","N"
"B19101E",9.000,"$40,000 to $44,999","N","N","N","N"
"B19101E",10.000,"$45,000 to $49,999","N","N","N","N"
"B19101E",11.000,"$50,000 to $59,999","N","N","N","N"
"B19101E"
