 family workers","38,359","+/-33,704","4,655","72,063"
"B25001",.,"HOUSING UNITS",,,,
"B25001",.,"Universe:  Housing units",,,,
"B25001",1.000,"Total","352,203","+/-5,989","346,214","358,192"
"B25002",.,"OCCUPANCY STATUS",,,,
"B25002",.,"Universe:  Housing units",,,,
"B25002",1.000,"Total:","352,203","+/-5,989","346,214","358,192"
"B25002",2.000,"Occupied","302,364","+/-6,049","296,315","308,413"
"B25002",3.000,"Vacant","49,839","+/-4,496","45,343","54,335"
"B25003",.,"TENURE",,,,
"B25003",.,"Universe:  Occ
