r languages","0.3%","0.4%",
"DP02",118.0,"Speak English less than ""very well""","0.1%","0.3%","*"
"DP02",119.0,"Other languages","6.0%","6.2%",
"DP02",120.0,"Speak English less than ""very well""","0.7%","1.5%","*"
"DP02",120.3,,,,
"DP02",120.5,"ANCESTRY",,,
"DP02",121.0,"Total population","1,534,656","1,537,907",
"DP02",122.0,"American","5.5%","4.9%",
"DP02",123.0,"Arab","0.1%","0.1%",
"DP02",124.0,"Czech","0.6%","0.6%",
"DP02",125.0,"Danish","2.5%","2.1%","*"
"DP02",126.0,"Dutch","2.6%","2.5%",
"DP02",12
