1","246","38.2","+/-1.9","56.5","+/-10.8"
"S0201","247","50.0","+/-5.2","56.7","+/-20.5"
,"247",,,,
"S0201","248","13.6","+/-0.4","25.6","+/-2.9"
"S0201","249","18.6","+/-0.8","31.7","+/-4.4"
"S0201","250","18.2","+/-0.9","31.6","+/-4.4"
"S0201","251","21.9","+/-1.3","37.8","+/-7.0"
"S0201","252","16.7","+/-0.9","27.8","+/-5.1"
"S0201","253","11.9","+/-0.3","22.1","+/-2.7"
"S0201","254","12.3","+/-0.4","22.6","+/-2.9"
"S0201","255","10.3","+/-0.5","16.9","+/-5.4"
"S0201","256","10.9","+/-0.5","23.7","+/-3.1
