/-0.4"
"DP02",29.3,,,,,
"DP02",30.0,"Females 15 years and over","2,289,655","+/-860","100","(X)"
"DP02",31.0,"Never married","602,060","+/-8,792","26.3","+/-0.4"
"DP02",32.0,"Now married, except separated","1,016,029","+/-15,038","44.4","+/-0.7"
"DP02",33.0,"Separated","78,256","+/-5,551","3.4","+/-0.2"
"DP02",34.0,"Widowed","271,374","+/-6,990","11.9","+/-0.3"
"DP02",35.0,"Divorced","321,936","+/-9,263","14.1","+/-0.4"
"DP02",35.3,,,,,
"DP02",35.5,"FERTILITY",,,,
"DP02",36.0,"Number of women 15 to 50 years
