"
"S0201","175","26.5","+/-0.4","21.5","+/-3.0"
"S0201","176","0.6","+/-0.1","1.5","+/-0.6"
"S0201","177","10.0","+/-0.2","15.0","+/-3.1"
"S0201","178","14.4","+/-0.4","17.8","+/-2.7"
,"178",,,,
"S0201","179","1,467,021","+/-10,331","41,532","+/-1,809"
"S0201","180","28.9","+/-0.5","17.2","+/-3.5"
"S0201","181","13.2","+/-0.5","23.4","+/-4.5"
"S0201","182","17.3","+/-0.4","13.9","+/-3.2"
"S0201","183","1.1","+/-0.1","1.8","+/-0.9"
"S0201","184","18.3","+/-0.5","23.4","+/-4.8"
"S0201","185","21.2","+/-0.6","
