elated children 5 to 17 years","20.5","22.0",
"DP03",110.0,"18 years and over","14.1","14.0",
"DP03",111.0,"18 to 64 years","14.9","14.3",
"DP03",112.0,"65 years and over","11.0","12.9","*"
"DP03",113.0,"People in families","13.6","13.8",
"DP03",114.0,"Unrelated individuals 15 years and over","28.6","28.2",
"DP04",0.0,,,,
"DP04",0.5,,,,
"DP04",0.8,,,,
"DP04",1.0,"Total housing units","783,996","788,579",
"DP04",2.0,"Occupied housing units","74.4%","73.3%",
"DP04",3.0,"Vacant housing units","25.6%","26.7%",
