"103",,,,
,"104",,,,
"S0201","104","2,680,115","+/-1,252","276,008","+/-7,919"
"S0201","105","9.7","+/-0.2","10.9","+/-0.8"
,"105",,,,
,"106",,,,
"S0201","106","3,241,592","+/-1,339","340,601","+/-10,171"
"S0201","107","12.9","+/-0.3","11.3","+/-1.0"
"S0201","108","515,109","+/-3,259","55,189","+/-3,727"
"S0201","109","5.4","+/-0.5","5.1","+/-1.4"
"S0201","110","2,282,855","+/-3,703","240,107","+/-8,160"
"S0201","111","10.0","+/-0.3","8.7","+/-0.9"
"S0201","112","90.0","+/-0.3","91.3","+/-0.9"
"S0201","113"
