 TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS",,,,,,,,,,,,
"S2507",19.0,"Less than 2.0","35.5","+/-2.1",,,,,,,,,,
"S2507",20.0,"2.0 to 2.9","16.8","+/-1.6",,,,,,,,,,
"S2507",21.0,"3.0 to 3.9","12.1","+/-1.3",,,,,,,,,,
"S2507",22.0,"4.0 or more","34.5","+/-2.3",,,,,,,,,,
"S2507",23.0,"Not computed","1.2","+/-0.4",,,,,,,,,,
"S2507",23.3,,,,,,,,,,,,,
"S2507",23.5,"MONTHLY HOUSING COSTS",,,,,,,,,,,,
"S2507",24.0,"Less than $100","1.3","+/-0.6",,,,,,,,,,
"S2507",25.0,"$100 to $149","4.4","+/-0.9",,,,,,,,,,
"S2507",
