",,,,
"S0201","73","1,521,002","+/-10,357","119,909","+/-7,065"
"S0201","74","6.0","+/-0.3","6.9","+/-1.2"
"S0201","75","4.6","+/-0.2","3.4","+/-0.7"
"S0201","76","39.0","+/-0.4","38.1","+/-2.3"
"S0201","77","21.9","+/-0.4","23.5","+/-1.6"
"S0201","78","28.5","+/-0.4","28.1","+/-2.2"
,"78",,,,
"S0201","79","734,822","+/-8,131","58,250","+/-3,900"
"S0201","80","69.5","+/-0.8","69.8","+/-3.4"
"S0201","81","24.3","+/-0.7","23.7","+/-3.0"
"S0201","82","786,180","+/-6,969","61,659","+/-4,609"
"S0201","83","61.8"
