3.1","+/-1.3"
"S0201","226","92,714","+/-897","99,252","+/-3,127"
"S0201","227","6.9","+/-0.3","5.0","+/-0.9"
"S0201","228","52,767","+/-2,545","65,042","+/-7,516"
"S0201","229","20.7","+/-0.5","11.9","+/-1.1"
"S0201","230","42,135","+/-1,276","50,930","+/-4,402"
,"230",,,,
"S0201","231","5,615,727","*****","537,269","+/-14,083"
"S0201","232","31,888","+/-300","40,683","+/-1,358"
,"232",,,,
,"233",,,,
"S0201","233","1,122,715","+/-10,479","111,183","+/-4,865"
"S0201","234","876,976","+/-11,127","78,741","+/
