",71.000,"In labor force:","N","N","N","N"
"B23002B",72.000,"Employed","N","N","N","N"
"B23002B",73.000,"Unemployed","N","N","N","N"
"B23002B",74.000,"Not in labor force","N","N","N","N"
"B23002B",75.000,"70 years and over:","N","N","N","N"
"B23002B",76.000,"In labor force:","N","N","N","N"
"B23002B",77.000,"Employed","N","N","N","N"
"B23002B",78.000,"Unemployed","N","N","N","N"
"B23002B",79.000,"Not in labor force","N","N","N","N"
"B23002C",.,"SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND
